MAL_ID,Name,Score,Genres,Type,Premiered,Studios,Rating,Popularity
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,Winter 2003,Bones,PG-13 - Teens 13 or older,528
203,Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,Unknown,Arms,Rx - Hentai,5518
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",TV,Winter 2004,Studio Deen,PG-13 - Teens 13 or older,3283
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,Spring 2004,Manglobe,R - 17+ (violence & profanity),86
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,Spring 1998,AIC,PG-13 - Teens 13 or older,3255
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,Unknown,Madhouse,R - 17+ (violence & profanity),2236
208,R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,Unknown,Studio Deen,PG-13 - Teens 13 or older,2075
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,Fall 2003,J.C.Staff,PG-13 - Teens 13 or older,1971
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,Spring 1989,Studio Deen,R+ - Mild Nudity,767
211,Pure Mail,6.26,Hentai,OVA,Unknown,Unknown,Rx - Hentai,7731
212,Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,Unknown,APPP,PG-13 - Teens 13 or older,4227
213,Pia Carrot e Youkoso!!,6.02,"Comedy, Romance, Hentai",OVA,Unknown,Unknown,Rx - Hentai,7767
214,Pia Carrot e Youkoso!! 2,6.15,"Comedy, Romance, Hentai",OVA,Unknown,Unknown,Rx - Hentai,8715
215,Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,8682
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,Unknown,Bones,PG-13 - Teens 13 or older,8347
217,Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",OVA,Unknown,Unknown,Rx - Hentai,8362
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,Fall 1996,Xebec,PG-13 - Teens 13 or older,2424
219,Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,Unknown,Xebec,R - 17+ (violence & profanity),4347
220,Kuro no Danshou,5.76,"Hentai, Horror",OVA,Unknown,Unknown,Rx - Hentai,8552
221,Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,Unknown,Arms,Rx - Hentai,3299
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,Winter 2004,Arms,R+ - Mild Nudity,3924
223,Dragon Ball,8,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,Winter 1986,Toei Animation,PG-13 - Teens 13 or older,120
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,Winter 1996,Toei Animation,PG-13 - Teens 13 or older,262
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,Summer 2004,Arms,R+ - Mild Nudity,49
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,Unknown,"Gainax, Production I.G",PG-13 - Teens 13 or older,171
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,Fall 2005,Studio Deen,R - 17+ (violence & profanity),490
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,Summer 2004,ufotable,R - 17+ (violence & profanity),2957
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,Spring 2003,Toei Animation,R - 17+ (violence & profanity),2829
231,Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,Summer 2002,"Chaos Project, GANSIS",PG - Children,5793
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,Spring 1998,Madhouse,PG - Children,405
233,Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",TV,Spring 2000,J.C.Staff,G - All Ages,3651
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,Spring 2004,Tokyo Kids,G - All Ages,7451
235,Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",TV,Winter 1996,TMS Entertainment,PG-13 - Teens 13 or older,580
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,Spring 2003,Studio Pierrot,PG-13 - Teens 13 or older,4193
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,Spring 2005,Bones,PG-13 - Teens 13 or older,351
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,Summer 1997,Studio Pierrot,PG-13 - Teens 13 or older,2139
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,Fall 2004,Gonzo,R - 17+ (violence & profanity),767
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,Fall 2004,Palm Studio,PG-13 - Teens 13 or older,976
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,Summer 2004,AIC Spirits,R+ - Mild Nudity,1194
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,Winter 2004,Madhouse,R - 17+ (violence & profanity),2742
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,Fall 2000,Studio Deen,PG-13 - Teens 13 or older,1391
244,Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",TV,Summer 2004,OLM,G - All Ages,5915
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,Summer 1999,Studio Pierrot,R - 17+ (violence & profanity),184
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,Fall 2001,Studio Deen,PG-13 - Teens 13 or older,1600
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,Fall 2004,Yumeta Company,PG-13 - Teens 13 or older,3581
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,Spring 2005,Madhouse,PG-13 - Teens 13 or older,1440
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,Fall 2000,Sunrise,PG-13 - Teens 13 or older,187
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,Spring 2003,Toei Animation,PG-13 - Teens 13 or older,1417
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,Spring 2004,Studio Deen,PG-13 - Teens 13 or older,1513
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,Spring 2004,Bee Train,PG-13 - Teens 13 or older,2720
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,Spring 2001,Shin-Ei Animation,PG-13 - Teens 13 or older,2987
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,Unknown,Shin-Ei Animation,PG-13 - Teens 13 or older,4696
255,Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",OVA,Unknown,Shin-Ei Animation,PG-13 - Teens 13 or older,5078
256,Hoshi no Koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",OVA,Unknown,CoMix Wave Films,PG-13 - Teens 13 or older,1122
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,Summer 2003,J.C.Staff,R+ - Mild Nudity,1118
258,Hitsuji no Uta,6.23,"Horror, Drama, Vampire",OVA,Unknown,Madhouse,R - 17+ (violence & profanity),4165
259,Happy☆Lesson,6.64,"Comedy, Harem, Romance, School",OVA,Unknown,Studio Hibari,PG-13 - Teens 13 or older,4844
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,Spring 2002,Studio Hibari,PG-13 - Teens 13 or older,3355
261,Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,Summer 2003,Studio Hibari,PG-13 - Teens 13 or older,4410
262,Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",OVA,Unknown,Studio Hibari,PG-13 - Teens 13 or older,5270
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,Fall 2000,Madhouse,PG-13 - Teens 13 or older,345
264,Hajime no Ippo: Champion Road,8.29,"Comedy, Shounen, Sports",Special,Unknown,Madhouse,PG-13 - Teens 13 or older,1418
265,Hajime no Ippo: Mashiba vs. Kimura,8.23,"Comedy, Sports, Shounen",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,1702
266,Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,Winter 2003,J.C.Staff,PG-13 - Teens 13 or older,4264
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,Fall 2003,Madhouse,R - 17+ (violence & profanity),963
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",OVA,Unknown,APPP,R+ - Mild Nudity,579
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,Fall 2004,Studio Pierrot,PG-13 - Teens 13 or older,33
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,Fall 2001,Gonzo,R - 17+ (violence & profanity),205
271,Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,Spring 2003,Gonzo,PG-13 - Teens 13 or older,4549
272,Noir,7.31,"Action, Mystery, Drama",TV,Spring 2001,Bee Train,PG-13 - Teens 13 or older,1475
273,Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,Winter 2003,J.C.Staff,PG-13 - Teens 13 or older,3479
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,Fall 2002,Gonzo,R+ - Mild Nudity,2531
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,Spring 2004,"Imagin, Studio Live",R+ - Mild Nudity,3713
276,Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,Fall 2001,"Gainax, Shaft",R+ - Mild Nudity,2174
277,Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,Fall 2002,"Gainax, Shaft",R+ - Mild Nudity,3042
278,Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",TV,Fall 2004,Group TAC,PG-13 - Teens 13 or older,5009
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,Fall 2003,TMS Entertainment,R - 17+ (violence & profanity),2944
280,Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",TV,Fall 2005,Gallop,G - All Ages,8571
281,Akane Maniax,5.74,"Comedy, Mecha, Romance",OVA,Unknown,Silver,PG-13 - Teens 13 or older,3933
282,Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",TV,Fall 2005,TMS Entertainment,PG-13 - Teens 13 or older,4203
283,Akage no Anne,7.7,"Slice of Life, Historical, Drama",TV,Winter 1979,Nippon Animation,G - All Ages,3492
284,Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,Winter 2004,Group TAC,PG-13 - Teens 13 or older,4622
285,Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,Fall 2000,Sunrise,PG-13 - Teens 13 or older,3511
286,B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",TV,Spring 1996,TMS Entertainment,PG-13 - Teens 13 or older,5003
287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",TV,Winter 2001,Group TAC,PG-13 - Teens 13 or older,1744
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,Winter 2001,Madhouse,PG - Children,1565
289,Comic Party,6.59,"Comedy, Drama",TV,Spring 2001,OLM,PG-13 - Teens 13 or older,3950
290,Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",TV,Winter 1999,Sunrise,PG-13 - Teens 13 or older,2463
291,D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",TV,Summer 2005,feel.,PG-13 - Teens 13 or older,2954
292,Dear Boys,6.85,"Drama, Shounen, Sports",TV,Spring 2003,A.C.G.T.,PG-13 - Teens 13 or older,3745
293,Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",TV,Fall 1999,Madhouse,G - All Ages,3895
294,Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,Summer 2003,Radix,R+ - Mild Nudity,4777
295,Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,Winter 2004,Radix,PG-13 - Teens 13 or older,5883
296,Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,Summer 2002,Madhouse,PG - Children,3651
297,Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",TV,Fall 2004,Group TAC,PG-13 - Teens 13 or older,2269
298,.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,Winter 2003,Bee Train,PG-13 - Teens 13 or older,1987
299,.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",OVA,Unknown,Bee Train,PG-13 - Teens 13 or older,2958
300,3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",OVA,Unknown,Toei Animation,R - 17+ (violence & profanity),3414
301,Cinderella Boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",TV,Summer 2003,Magic Bus,PG-13 - Teens 13 or older,6128
302,Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",TV,Spring 1978,Nippon Animation,PG-13 - Teens 13 or older,2707
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",TV,Spring 1998,OLM,G - All Ages,3652
304,Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,Unknown,AIC,PG-13 - Teens 13 or older,2618
305,Abashiri Ikka,5.39,"Action, Comedy, Shounen",OVA,Unknown,Studio Pierrot,R+ - Mild Nudity,7318
306,Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",TV,Spring 2002,"Gainax, Madhouse",R+ - Mild Nudity,1782
307,Kerokko Demetan,6.01,"Kids, Fantasy, Comedy",TV,Winter 1973,Tatsunoko Production,PG - Children,10534
308,Zettai Shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",TV,Spring 2005,Ajia-Do,PG-13 - Teens 13 or older,3946
309,Akahori Gedou Hour Rabuge,6.16,"Comedy, Magic, Parody",TV,Summer 2005,Radix,PG-13 - Teens 13 or older,6564
310,"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,"Comedy, Supernatural",TV,Spring 1991,Studio Pierrot,G - All Ages,9434
311,Ace wo Nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",TV,Fall 1973,"Madhouse, Tokyo Movie Shinsha",PG-13 - Teens 13 or older,5100
312,Ace wo Nerae!: Final Stage,6.52,"Action, Drama, Sports",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9544
313,Ace wo Nerae! (1979),6.83,"Sports, Drama, Romance, School, Shoujo",Movie,Unknown,Madhouse,PG-13 - Teens 13 or older,7835
314,Ace wo Nerae! 2,6.87,"Drama, Shoujo, Sports",OVA,Unknown,Annapuru,PG-13 - Teens 13 or older,8812
315,Xiao Qian,6.5,"Action, Drama, Fantasy, Romance",Movie,Unknown,Triangle Staff,PG - Children,8102
316,Nageki no Kenkou Yuuryouji,6.19,"Comedy, Hentai, Yuri",OVA,Unknown,AIC,Rx - Hentai,6737
317,Final Fantasy VII: Advent Children,7.76,"Action, Super Power, Fantasy",Movie,Unknown,Square Enix,PG-13 - Teens 13 or older,782
318,Hand Maid May,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,Summer 2000,"TNK, Production Reed",PG-13 - Teens 13 or older,3240
319,Happy World!,6.02,"Ecchi, Fantasy, Comedy, Romance",OVA,Unknown,Zexcs,R+ - Mild Nudity,6218
320,A Kite,6.56,"Action, Hentai, Police, Drama",OVA,Unknown,Arms,Rx - Hentai,2294
321,Najica Dengeki Sakusen,6,"Action, Ecchi, Comedy, Sci-Fi",TV,Fall 2001,"Studio Fantasia, Amber Film Works",R+ - Mild Nudity,4443
322,Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",TV,Fall 2005,Madhouse,R - 17+ (violence & profanity),983
323,Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,Winter 2004,Madhouse,R+ - Mild Nudity,489
324,Kidou Keisatsu Patlabor: On Television,7.69,"Comedy, Mecha, Police, Sci-Fi",TV,Fall 1989,Sunrise,PG-13 - Teens 13 or older,3054
325,Peach Girl,7,"Slice of Life, Drama, Romance, School, Shoujo",TV,Winter 2005,Studio Comet,PG-13 - Teens 13 or older,1683
326,Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",TV,Winter 1999,Madhouse,R - 17+ (violence & profanity),2229
327,Puchi Pri*Yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",TV,Fall 2002,Gainax,G - All Ages,4531
328,Piano (TV),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",TV,Fall 2002,OLM,G - All Ages,5442
329,Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",TV,Fall 2003,Sunrise,PG-13 - Teens 13 or older,762
330,Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",TV,Spring 2004,Studio Pierrot,R+ - Mild Nudity,1081
331,Mahoujin Guruguru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,Fall 1994,Nippon Animation,G - All Ages,5148
332,Dokidoki♡Densetsu: Mahoujin Guruguru,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,Spring 2000,Nippon Animation,G - All Ages,7592
333,Mama wa Shougaku 4 Nensei,7.21,"Comedy, Drama, Sci-Fi",TV,Winter 1992,Sunrise,PG - Children,6922
334,Marmalade Boy,7.49,"Comedy, Drama, Romance, Shoujo",TV,Spring 1994,Toei Animation,PG-13 - Teens 13 or older,2474
335,Matantei Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,Spring 2003,Studio Deen,PG-13 - Teens 13 or older,2779
336,Ginyuu Mokushiroku Meine Liebe,6.46,"Fantasy, Shoujo",TV,Fall 2004,Bee Train,PG-13 - Teens 13 or older,4629
337,Psychic Academy,6.24,"Comedy, Romance, Supernatural",TV,Spring 2002,E&G Films,PG-13 - Teens 13 or older,4910
338,Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo",TV,Fall 1979,Tokyo Movie Shinsha,PG-13 - Teens 13 or older,1832
339,Serial Experiments Lain,8.03,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,Summer 1998,Triangle Staff,R - 17+ (violence & profanity),255
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",TV,Spring 2004,Studio Comet,PG-13 - Teens 13 or older,3579
341,Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",TV,Fall 2002,J.C.Staff,PG-13 - Teens 13 or older,2340
342,Starship Operators,7,"Drama, Military, Sci-Fi, Space",TV,Winter 2005,J.C.Staff,PG-13 - Teens 13 or older,4346
343,Tsukuyomi: Moon Phase,7,"Comedy, Romance, Vampire, Fantasy, Seinen",TV,Fall 2004,Shaft,PG-13 - Teens 13 or older,1896
344,Futatsu no Spica,7.37,"Sci-Fi, Supernatural, Drama, School",TV,Fall 2003,Group TAC,PG-13 - Teens 13 or older,5177
345,Eikoku Koi Monogatari Emma,7.67,"Slice of Life, Historical, Drama, Romance, Seinen",TV,Spring 2005,Studio Pierrot,G - All Ages,2434
346,W: Wish,6.19,"Drama, Harem, Romance, School, Slice of Life",TV,Fall 2004,"Trinet Entertainment, Picture Magic",PG-13 - Teens 13 or older,4319
347,Wild Arms: Twilight Venom,6.66,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",TV,Fall 1999,Bee Train,PG-13 - Teens 13 or older,5760
348,Binzume Yousei,6.45,"Comedy, Fantasy, Magic, Slice of Life",TV,Fall 2003,Xebec,G - All Ages,3995
349,Magical Canan,6.19,"Supernatural, Drama, Magic, Fantasy",TV,Winter 2005,AIC ASTA,PG-13 - Teens 13 or older,6789
350,Ojamajo Doremi,7.21,"Comedy, Magic",TV,Winter 1999,Toei Animation,G - All Ages,2562
351,Ojamajo Doremi Sharp,7.34,"Comedy, Magic, Shoujo",TV,Winter 2000,Toei Animation,G - All Ages,4084
352,Motto! Ojamajo Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",TV,Winter 2001,Toei Animation,G - All Ages,4048
353,Ojamajo Doremi Dokkaan!,7.59,"Comedy, Magic, Shoujo",TV,Winter 2002,Toei Animation,G - All Ages,4525
354,UG☆Ultimate Girls,5.63,"Comedy, Ecchi, Magic, Sci-Fi",TV,Winter 2005,Studio Matrix,R+ - Mild Nudity,5317
355,Shakugan no Shana,7.51,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,Fall 2005,J.C.Staff,PG-13 - Teens 13 or older,279
356,Fate/stay night,7.34,"Action, Supernatural, Magic, Romance, Fantasy",TV,Winter 2006,Studio Deen,R - 17+ (violence & profanity),119
357,Bokusatsu Tenshi Dokuro-chan,6.59,"Comedy, Magic, Ecchi",OVA,Unknown,"Hal Film Maker, Nomad",R - 17+ (violence & profanity),884
358,"Iriya no Sora, UFO no Natsu",6.99,"Drama, Romance, Sci-Fi",OVA,Unknown,Toei Animation,R+ - Mild Nudity,3392
359,I'll/CKBC,6.3,"Action, Sports, School, Shounen",OVA,Unknown,M.S.C,PG-13 - Teens 13 or older,6682
360,Himiko-den,6.24,"Adventure, Supernatural, Drama, Fantasy",TV,Winter 1999,Group TAC,PG-13 - Teens 13 or older,6415
361,Memories Off,5.93,"Romance, Drama",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,6120
362,Memories Off 2nd,6.3,"Romance, Drama",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,7465
363,Memories Off 3.5,6.29,"Romance, Drama",OVA,Unknown,"Picture Magic, Rikuentai",PG-13 - Teens 13 or older,7836
364,Gallery Fake,7.47,"Mystery, Seinen",TV,Winter 2005,"TMS Entertainment, Tokyo Kids, Minami Machi Bugyousho",PG-13 - Teens 13 or older,4630
365,Fake,6.54,"Police, Comedy, Romance, Mystery, Shounen Ai",OVA,Unknown,J.C.Staff,PG-13 - Teens 13 or older,3916
366,AIKa,5.94,"Action, Ecchi, Adventure, Comedy, Sci-Fi",OVA,Unknown,Studio Fantasia,R+ - Mild Nudity,3152
367,Akazukin Chacha OVA,7.05,"Comedy, Fantasy, Magic",OVA,Unknown,Gallop,G - All Ages,8558
368,Bible Black,6.65,Hentai,OVA,Unknown,Milky Animation Label,Rx - Hentai,2132
369,Boogiepop wa Warawanai,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",TV,Winter 2000,Madhouse,R+ - Mild Nudity,1477
370,Burn Up Excess,6.55,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,Winter 1998,Magic Bus,PG-13 - Teens 13 or older,5063
371,Cardcaptor Sakura Movie 1,7.64,"Comedy, Drama, Magic, Fantasy, Shoujo",Movie,Unknown,Madhouse,PG - Children,1611
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.22,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,Unknown,Madhouse,PG - Children,1448
373,Bannou Bunka Neko-Musume,6.7,"Sci-Fi, Adventure, Comedy, Mecha, Seinen",OVA,Unknown,"Studio Fantasia, animate Film",PG-13 - Teens 13 or older,5053
374,Bannou Bunka Neko-Musume DASH!,6.37,"Action, Comedy, Ecchi, Romance, Sci-Fi",OVA,Unknown,Production Reed,R - 17+ (violence & profanity),6619
375,Bannou Bunka Neko-Musume (1998),6.53,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,Winter 1998,Production Reed,PG-13 - Teens 13 or older,5976
